"","var_covariance_structures","var_samplesizes","var_dimensionalities","var_effectsizes","powers_glob","powers_mctp","powers_mctp_modified"
"115","AR(2)",10,30,1,0.4545,0.7322,0.9715
"116","AR(2)",10,50,0.01,0.053,0.0312,0.2284
"117","AR(2)",10,50,0.2575,0.0572,0.0421,0.2793
"118","AR(2)",10,50,0.505,0.0774,0.1136,0.5087
"119","AR(2)",10,50,0.7525,0.1348,0.3492,0.8048
"120","AR(2)",10,50,1,0.2466,0.6744,0.96
"121","AR(2)",20,10,0.01,0.056,0.044,0.204
"122","AR(2)",20,10,0.2575,0.1366,0.156,0.4316
"123","AR(2)",20,10,0.505,0.5577,0.6401,0.8985
"124","AR(2)",20,10,0.7525,0.9643,0.9696,0.9983
"125","AR(2)",20,10,1,0.9999,1,1
"126","AR(2)",20,20,0.01,0.0496,0.0351,0.2005
"127","AR(2)",20,20,0.2575,0.0845,0.1092,0.3948
"128","AR(2)",20,20,0.505,0.2842,0.5946,0.8862
"129","AR(2)",20,20,0.7525,0.785,0.9607,0.9981
"130","AR(2)",20,20,1,0.9928,0.9995,1
"131","AR(2)",20,30,0.01,0.0537,0.0327,0.2006
"132","AR(2)",20,30,0.2575,0.0715,0.093,0.3776
"133","AR(2)",20,30,0.505,0.175,0.5378,0.8695
"134","AR(2)",20,30,0.7525,0.5285,0.9484,0.9977
"135","AR(2)",20,30,1,0.9195,0.999,1
"136","AR(2)",20,50,0.01,0.052,0.0258,0.1818
"137","AR(2)",20,50,0.2575,0.0593,0.0698,0.3462
"138","AR(2)",20,50,0.505,0.1081,0.4839,0.8474
"139","AR(2)",20,50,0.7525,0.2499,0.9307,0.9955
"140","AR(2)",20,50,1,0.6081,0.9986,1
"141","AR(2)",30,10,0.01,0.0505,0.0437,0.1897
"142","AR(2)",30,10,0.2575,0.1911,0.257,0.5596
"143","AR(2)",30,10,0.505,0.8224,0.8951,0.985
"144","AR(2)",30,10,0.7525,0.9991,0.9995,1
"145","AR(2)",30,10,1,1,1,1
"146","AR(2)",30,20,0.01,0.0531,0.0365,0.1933
"147","AR(2)",30,20,0.2575,0.1078,0.2043,0.5239
"148","AR(2)",30,20,0.505,0.4863,0.8727,0.9843
"149","AR(2)",30,20,0.7525,0.9756,0.999,1
"150","AR(2)",30,20,1,0.9999,1,1
"151","AR(2)",30,30,0.01,0.05,0.0286,0.1813
"152","AR(2)",30,30,0.2575,0.0834,0.1712,0.4906
"153","AR(2)",30,30,0.505,0.2729,0.8415,0.9756
"154","AR(2)",30,30,0.7525,0.8413,0.9984,1
"155","AR(2)",30,30,1,0.9985,1,1
"156","AR(2)",30,50,0.01,0.0529,0.0263,0.1733
"157","AR(2)",30,50,0.2575,0.0618,0.135,0.4586
"158","AR(2)",30,50,0.505,0.1442,0.8054,0.9695
"159","AR(2)",30,50,0.7525,0.4613,0.9977,1
"160","AR(2)",30,50,1,0.9237,1,1
"161","AR(2)",40,10,0.01,0.0502,0.0387,0.1866
"162","AR(2)",40,10,0.2575,0.256,0.3753,0.6799
"163","AR(2)",40,10,0.505,0.9529,0.9804,0.999
"164","AR(2)",40,10,0.7525,1,1,1
"165","AR(2)",40,10,1,1,1,1
"166","AR(2)",40,20,0.01,0.0494,0.0333,0.1869
"167","AR(2)",40,20,0.2575,0.1287,0.3111,0.6509
"168","AR(2)",40,20,0.505,0.7018,0.9724,0.9983
"169","AR(2)",40,20,0.7525,0.9994,1,1
"170","AR(2)",40,20,1,1,1,1
"171","AR(2)",40,30,0.01,0.0525,0.0273,0.1786
"172","AR(2)",40,30,0.2575,0.0869,0.2649,0.6175
"173","AR(2)",40,30,0.505,0.4278,0.964,0.9985
"174","AR(2)",40,30,0.7525,0.979,1,1
"175","AR(2)",40,30,1,1,1,1
"176","AR(2)",40,50,0.01,0.0489,0.0228,0.1639
"177","AR(2)",40,50,0.2575,0.0729,0.2304,0.5799
"178","AR(2)",40,50,0.505,0.1939,0.9493,0.9971
"179","AR(2)",40,50,0.7525,0.7153,1,1
"180","AR(2)",40,50,1,0.9957,1,1
"181","AR(2)",50,10,0.01,0.0509,0.0429,0.1814
"182","AR(2)",50,10,0.2575,0.3303,0.4896,0.7848
"183","AR(2)",50,10,0.505,0.9903,0.9972,1
"184","AR(2)",50,10,0.7525,1,1,1
"185","AR(2)",50,10,1,1,1,1
"186","AR(2)",50,20,0.01,0.051,0.0356,0.1839
"187","AR(2)",50,20,0.2575,0.1569,0.4374,0.7502
"188","AR(2)",50,20,0.505,0.8765,0.9963,1
"189","AR(2)",50,20,0.7525,1,1,1
"190","AR(2)",50,20,1,1,1,1
"191","AR(2)",50,30,0.01,0.0473,0.0278,0.1756
"192","AR(2)",50,30,0.2575,0.1075,0.3862,0.7181
"193","AR(2)",50,30,0.505,0.6108,0.9921,1
"194","AR(2)",50,30,0.7525,0.9988,1,1
"195","AR(2)",50,30,1,1,1,1
"196","AR(2)",50,50,0.01,0.0494,0.0229,0.1649
"197","AR(2)",50,50,0.2575,0.0781,0.3439,0.6928
"198","AR(2)",50,50,0.505,0.268,0.9892,1
"199","AR(2)",50,50,0.7525,0.9143,1,1
"200","AR(2)",50,50,1,0.9999,1,1
"201","Toeplitz",10,10,0.01,0.0526,0.0422,0.1734
"202","Toeplitz",10,10,0.2575,0.0727,0.0599,0.2163
"203","Toeplitz",10,10,0.505,0.1498,0.1354,0.3852
"204","Toeplitz",10,10,0.7525,0.357,0.3254,0.6476
"205","Toeplitz",10,10,1,0.6424,0.5893,0.8617
"206","Toeplitz",10,20,0.01,0.0551,0.0374,0.176
"207","Toeplitz",10,20,0.2575,0.0612,0.0464,0.206
"208","Toeplitz",10,20,0.505,0.0938,0.0968,0.3369
"209","Toeplitz",10,20,0.7525,0.1762,0.2309,0.5718
"210","Toeplitz",10,20,1,0.3503,0.4752,0.8056
"211","Toeplitz",10,30,0.01,0.0548,0.0346,0.1756
"212","Toeplitz",10,30,0.2575,0.0586,0.0412,0.1961
"213","Toeplitz",10,30,0.505,0.0793,0.0738,0.3127
"214","Toeplitz",10,30,0.7525,0.1176,0.1897,0.5268
"215","Toeplitz",10,30,1,0.2211,0.4065,0.7689
"216","Toeplitz",10,50,0.01,0.0508,0.032,0.1667
"217","Toeplitz",10,50,0.2575,0.0554,0.0336,0.1856
"218","Toeplitz",10,50,0.505,0.0675,0.0621,0.2907
"219","Toeplitz",10,50,0.7525,0.0892,0.1529,0.4772
"220","Toeplitz",10,50,1,0.1307,0.3412,0.7265
"221","Toeplitz",20,10,0.01,0.049,0.0357,0.1364
"222","Toeplitz",20,10,0.2575,0.0909,0.098,0.2643
"223","Toeplitz",20,10,0.505,0.2977,0.3858,0.6487
"224","Toeplitz",20,10,0.7525,0.7382,0.802,0.9418
"225","Toeplitz",20,10,1,0.9766,0.9796,0.9977
"226","Toeplitz",20,20,0.01,0.0523,0.0342,0.1425
"227","Toeplitz",20,20,0.2575,0.0685,0.0639,0.2224
"228","Toeplitz",20,20,0.505,0.1406,0.3084,0.5826
"229","Toeplitz",20,20,0.7525,0.3775,0.7296,0.9109
"230","Toeplitz",20,20,1,0.7697,0.9615,0.995
"231","Toeplitz",20,30,0.01,0.0524,0.0304,0.134
"232","Toeplitz",20,30,0.2575,0.0592,0.0507,0.2004
"233","Toeplitz",20,30,0.505,0.1,0.2579,0.5381
"234","Toeplitz",20,30,0.7525,0.2203,0.6772,0.8904
"235","Toeplitz",20,30,1,0.5065,0.9426,0.991
"236","Toeplitz",20,50,0.01,0.0527,0.0224,0.1233
"237","Toeplitz",20,50,0.2575,0.0594,0.0429,0.1765
"238","Toeplitz",20,50,0.505,0.0724,0.204,0.4821
"239","Toeplitz",20,50,0.7525,0.1219,0.6087,0.8598
"240","Toeplitz",20,50,1,0.2366,0.9183,0.987
"241","Toeplitz",30,10,0.01,0.0539,0.0414,0.1337
"242","Toeplitz",30,10,0.2575,0.1112,0.1455,0.3279
"243","Toeplitz",30,10,0.505,0.4917,0.6411,0.8428
"244","Toeplitz",30,10,0.7525,0.9505,0.973,0.9956
"245","Toeplitz",30,10,1,0.9998,0.9997,1
"246","Toeplitz",30,20,0.01,0.0496,0.0329,0.1258
"247","Toeplitz",30,20,0.2575,0.0794,0.0987,0.2762
"248","Toeplitz",30,20,0.505,0.2106,0.545,0.7792
"249","Toeplitz",30,20,0.7525,0.658,0.9453,0.9899
"250","Toeplitz",30,20,1,0.975,0.9988,1
"251","Toeplitz",30,30,0.01,0.049,0.0255,0.1136
"252","Toeplitz",30,30,0.2575,0.0651,0.0799,0.2452
"253","Toeplitz",30,30,0.505,0.1378,0.4957,0.7511
"254","Toeplitz",30,30,0.7525,0.3705,0.9329,0.9858
"255","Toeplitz",30,30,1,0.8289,0.9987,0.9999
"256","Toeplitz",30,50,0.01,0.0504,0.0237,0.1103
"257","Toeplitz",30,50,0.2575,0.0573,0.0663,0.2155
"258","Toeplitz",30,50,0.505,0.0904,0.4241,0.7013
"259","Toeplitz",30,50,0.7525,0.1767,0.9034,0.9798
"260","Toeplitz",30,50,1,0.4309,0.9981,0.9999
"261","Toeplitz",40,10,0.01,0.051,0.0373,0.1304
"262","Toeplitz",40,10,0.2575,0.1472,0.2033,0.4058
"263","Toeplitz",40,10,0.505,0.6803,0.8168,0.9371
"264","Toeplitz",40,10,0.7525,0.9949,0.9982,1
"265","Toeplitz",40,10,1,1,1,1
"266","Toeplitz",40,20,0.01,0.0477,0.0292,0.1205
"267","Toeplitz",40,20,0.2575,0.0865,0.1479,0.3441
"268","Toeplitz",40,20,0.505,0.3092,0.7465,0.9074
"269","Toeplitz",40,20,0.7525,0.8734,0.9944,0.9995
"270","Toeplitz",40,20,1,0.9996,1,1
"271","Toeplitz",40,30,0.01,0.0476,0.0248,0.1107
"272","Toeplitz",40,30,0.2575,0.0723,0.1213,0.311
"273","Toeplitz",40,30,0.505,0.1726,0.694,0.8778
"274","Toeplitz",40,30,0.7525,0.5884,0.9894,0.9987
"275","Toeplitz",40,30,1,0.9768,1,1
"276","Toeplitz",40,50,0.01,0.0525,0.0217,0.1003
"277","Toeplitz",40,50,0.2575,0.0624,0.0966,0.2682
"278","Toeplitz",40,50,0.505,0.1057,0.6594,0.8605
"279","Toeplitz",40,50,0.7525,0.252,0.9845,0.9984
"280","Toeplitz",40,50,1,0.6806,1,1
"281","Toeplitz",50,10,0.01,0.053,0.0442,0.1292
"282","Toeplitz",50,10,0.2575,0.1742,0.2712,0.4787
"283","Toeplitz",50,10,0.505,0.8273,0.9228,0.9806
"284","Toeplitz",50,10,0.7525,0.9999,0.9999,1
"285","Toeplitz",50,10,1,1,1,1
"286","Toeplitz",50,20,0.01,0.0474,0.0299,0.1154
"287","Toeplitz",50,20,0.2575,0.0948,0.1947,0.4125
"288","Toeplitz",50,20,0.505,0.4146,0.878,0.9653
"289","Toeplitz",50,20,0.7525,0.9748,0.9995,0.9999
"290","Toeplitz",50,20,1,1,1,1
"291","Toeplitz",50,30,0.01,0.0544,0.0255,0.1062
"292","Toeplitz",50,30,0.2575,0.0779,0.1676,0.3663
"293","Toeplitz",50,30,0.505,0.2318,0.8461,0.9547
"294","Toeplitz",50,30,0.7525,0.7913,0.999,1
"295","Toeplitz",50,30,1,0.9989,1,1
"296","Toeplitz",50,50,0.01,0.0483,0.0236,0.0937
"297","Toeplitz",50,50,0.2575,0.0591,0.1404,0.3305
"298","Toeplitz",50,50,0.505,0.1297,0.8085,0.9387
"299","Toeplitz",50,50,0.7525,0.365,0.9981,0.9997
"300","Toeplitz",50,50,1,0.892,1,1
